# Wordnet Bahasa	ind	http://wn-msa.sourceforge.net/	MIT 
00001740-a	ind:def	0	memiliki sarana yang diperlukan
00001740-a	ind:lemma	berdaya
00001740-a	ind:lemma	keahlian
00001740-a	ind:lemma	layak
00001740-a	ind:lemma	mahir
00001740-n	ind:lemma	entitas
00001740-n	ind:lemma	hakikat
00001740-n	ind:lemma	keberadaan
00001740-n	ind:lemma	kewujudan
00001740-n	ind:lemma	sesuatu
00001740-n	ind:lemma	tablet
00001740-r	ind:lemma	akapela
00001740-v	ind:lemma	bernapas
00001740-v	ind:lemma	menarik
00001740-v	ind:lemma	menarik napas
00001740-v	ind:lemma	menghirup
00001740-v	ind:lemma	nafas
00001837-r	ind:def	0	digunakan setelah tanggal Kristus lahir
00002098-a	ind:def	0	keterampilan atau tahu-bagaimana
00002137-n	ind:def	0	konsep umum yang dibentuk oleh mengekstraksi fitur-fitur umum
00002137-n	ind:lemma	abstraksi
00002137-n	ind:lemma	pengasingan
00002296-r	ind:def	0	disukai oleh beberapa penulis yang bukan Kristen
00002312-a	ind:lemma	belakang
00002312-a	ind:lemma	dorsal
00002452-n	ind:lemma	benda
00002527-a	ind:def	0	menghadap ke sumbu dari suatu organ atau organisme
00002621-r	ind:lemma	cuma
00002621-r	ind:lemma	hanya
00002621-r	ind:lemma	memang
00002621-r	ind:lemma	sedang
00002621-r	ind:lemma	sungguh
00002684-n	ind:lemma	barang
00002684-n	ind:lemma	benda
00002684-n	ind:lemma	objek
00002724-v	ind:lemma	melemaskan
00002724-v	ind:lemma	mencekik
00002724-v	ind:lemma	tercekik
00002724-v	ind:lemma	tersedak
00002730-a	ind:def	0	menghadap atau di sisi menuju puncak
00002942-v	ind:lemma	terengah-engah
00002950-r	ind:def	0	tepat pada saat ini
00003093-r	ind:lemma	hanya
00003431-v	ind:lemma	bergelegak
00003431-v	ind:lemma	bergerobok
00003431-v	ind:lemma	bersenang-senang
00003431-v	ind:lemma	bertahak
00003431-v	ind:lemma	betahak
00003431-v	ind:lemma	menggelegak
00003431-v	ind:lemma	menggelembung
00003431-v	ind:lemma	menggerobok
00003553-n	ind:lemma	semuanya
00003553-n	ind:lemma	unit
00003700-a	ind:def	0	terbuka penuh dengan kekuatan
00003826-v	ind:lemma	sedu
00003826-v	ind:lemma	tersedu-sedu
00003829-a	ind:lemma	melahirkan
00003846-r	ind:lemma	menindih
00003939-a	ind:def	0	berhubungan dengan proses lewat kehidupan atau berhenti
00003993-n	ind:def	0	keseluruhan (hal atau orang) dari jenis yang sama
00004032-v	ind:lemma	berkeluh
00004032-v	ind:lemma	hai
00004032-v	ind:lemma	keluhan
00004032-v	ind:lemma	mengeluh
00004171-a	ind:def	0	berada di titik kematian
00004227-v	ind:lemma	berakhir
00004227-v	ind:lemma	mati
00004227-v	ind:lemma	menapaskan
00004296-a	ind:def	0	terjadi pada saat kematian
00004394-r	ind:lemma	kiranya
00004475-n	ind:def	0	makhluk hidup yang dapat mengembangkan kemampuan bertindak independen
00004475-n	ind:lemma	benda hidup
00004475-n	ind:lemma	insan
00004475-n	ind:lemma	makhluk
00004475-n	ind:lemma	manusia
00004475-n	ind:lemma	orang
00004475-n	ind:lemma	organisme
00004492-v	ind:lemma	tahan
00004605-v	ind:lemma	menunjukkan
00004722-r	ind:lemma	baru
00004722-r	ind:lemma	cuma
00004722-r	ind:lemma	cuman
00004722-r	ind:lemma	hanya
00004722-r	ind:lemma	masih
00004722-r	ind:lemma	melainkan
00004722-r	ind:lemma	memang
00004722-r	ind:lemma	sahaja
00004722-r	ind:lemma	saja
00004722-r	ind:lemma	sedangkan
00004722-r	ind:lemma	sederhana
00004722-r	ind:lemma	sekedar
00004722-r	ind:lemma	semata-mata
00004722-r	ind:lemma	tetapi
00004723-a	ind:def	0	ringkas untuk setengah panjang aslinya
00004817-a	ind:def	0	(British informal) diringkas atau singkat
00004819-v	ind:lemma	bersin
00005041-v	ind:lemma	menarik
00005041-v	ind:lemma	menarik napas
00005041-v	ind:lemma	mencerup
00005041-v	ind:lemma	menghayati
00005041-v	ind:lemma	menghidu
00005041-v	ind:lemma	menghirup
00005041-v	ind:lemma	mengobarkan
00005041-v	ind:lemma	menyedot
00005041-v	ind:lemma	menyerot
00005107-a	ind:lemma	lengkap
00005205-a	ind:lemma	absolut
00005205-a	ind:lemma	mutlak
00005205-a	ind:lemma	sempurna
00005473-a	ind:lemma	betul-betul
00005473-a	ind:lemma	langsung
00005473-a	ind:lemma	sama sekali
00005526-v	ind:lemma	beralun
00005526-v	ind:lemma	berembus
00005526-v	ind:lemma	berkempul-kempul
00005526-v	ind:lemma	cungap
00005526-v	ind:lemma	cungap-cangip
00005526-v	ind:lemma	gempul-gempul
00005526-v	ind:lemma	kesuh-kesih
00005526-v	ind:lemma	membinjat
00005526-v	ind:lemma	mencungap
00005526-v	ind:lemma	mengah
00005526-v	ind:lemma	mengalun
00005526-v	ind:lemma	mengembus
00005526-v	ind:lemma	tercungap
00005526-v	ind:lemma	tercungap-cungap
00005526-v	ind:lemma	terengah-engah
00005526-v	ind:lemma	terkapah-kapah
00005526-v	ind:lemma	termengah-mengah
00005599-a	ind:lemma	mutlak
00005599-a	ind:lemma	penuh
00005779-r	ind:lemma	bukan main
00005779-r	ind:lemma	jauh
00005787-n	ind:def	0	organisme (tumbuhan dan hewan) yang hidup di bawah laut
00005815-v	ind:lemma	batuk
00005815-v	ind:lemma	batuk kecil
00005815-v	ind:lemma	terbatuk-batuk
00005839-a	ind:def	0	(Informal) mutlak
00005930-n	ind:lemma	kerdil
00006024-n	ind:def	0	organisme yang tergantung pada zat organik kompleks untuk gizi
00006024-n	ind:lemma	heterotrof
00006032-a	ind:lemma	bandingan
00006032-a	ind:lemma	komparatif
00006032-a	ind:lemma	nisbi
00006032-a	ind:lemma	perbandingan
00006032-a	ind:lemma	relatif
00006034-r	ind:lemma	terlampau
00006100-v	ind:lemma	batuk
00006100-v	ind:lemma	memakuk
00006100-v	ind:lemma	memekuk
00006100-v	ind:lemma	mengokol
00006105-r	ind:lemma	biasanya
00006150-n	ind:def	0	organisme (tumbuhan atau hewan) yang diperoleh dari yang lebih muda
00006238-v	ind:lemma	meludah
00006238-v	ind:lemma	membelahak
00006238-v	ind:lemma	terbelahak
00006269-n	ind:lemma	hidup
00006269-n	ind:lemma	kehidupan
00006269-n	ind:lemma	takdir
00006336-a	ind:lemma	penghentian
00006484-n	ind:lemma	sel
00006523-v	ind:lemma	mendengus
00006697-v	ind:lemma	mendesah
00006777-a	ind:lemma	membujuk
00006802-v	ind:lemma	berembus
00006802-v	ind:lemma	mendengus
00006802-v	ind:lemma	mengeluarkan
00006802-v	ind:lemma	mengembus
00006802-v	ind:lemma	terengah-engah
00006885-a	ind:def	0	gas, cahaya, atau cairan
00007012-v	ind:lemma	berembus
00007012-v	ind:lemma	embus
00007012-v	ind:lemma	mengembus
00007012-v	ind:lemma	menyia-nyiakan
00007015-r	ind:lemma	beberapa
00007015-r	ind:lemma	berkeliling
00007015-r	ind:lemma	hampir
00007015-r	ind:lemma	keliling
00007015-r	ind:lemma	kira
00007015-r	ind:lemma	kira-kira
00007015-r	ind:lemma	lebih kurang
00007015-r	ind:lemma	mengelilingi
00007015-r	ind:lemma	sebagian
00007015-r	ind:lemma	sekitar
00007096-a	ind:def	0	seperti dari udara
00007193-v	ind:lemma	sesak
00007328-v	ind:lemma	kuap
00007328-v	ind:lemma	menguap
00007328-v	ind:lemma	menguapkan
00007331-a	ind:def	0	memiliki kemampuan untuk menyerap dampak energi
00007347-n	ind:lemma	mendatangkan
00007347-n	ind:lemma	menetaskan
00007347-n	ind:lemma	mengakibatkan
00007347-n	ind:lemma	menimbulkan
00007347-n	ind:lemma	menyebabkan
00007347-n	ind:lemma	mula
00007347-n	ind:lemma	penyebab
00007347-n	ind:lemma	pokok kalimat
00007347-n	ind:lemma	punca
00007347-n	ind:lemma	sebab
00007488-r	ind:lemma	benar-benar
00007488-r	ind:lemma	sama sekali
00007516-a	ind:def	0	seperti spons yang mampu menyerap cairan
00007516-a	ind:lemma	mampung
00007549-v	ind:lemma	mencium
00007549-v	ind:lemma	menghidu
00007549-v	ind:lemma	menyenguk
00007697-a	ind:def	0	mampu menyerap kelembapan dalam jumlah besar
00007703-r	ind:lemma	separuh
00007739-v	ind:lemma	bekerlip
00007739-v	ind:lemma	berkedip
00007739-v	ind:lemma	berkedip-kedip
00007739-v	ind:lemma	berkejap
00007739-v	ind:lemma	berkejap-kejap
00007739-v	ind:lemma	berkelip
00007739-v	ind:lemma	berkelip-kelip
00007739-v	ind:lemma	mengejapkan
00007739-v	ind:lemma	mengenyit
00007739-v	ind:lemma	mengerlip
00007739-v	ind:lemma	menggeridip
00007739-v	ind:lemma	terembut-rembut
00007846-n	ind:def	0	seseorang yang dipandang tinggi
00007846-n	ind:lemma	individu
00007846-n	ind:lemma	insan
00007846-n	ind:lemma	manusia
00007846-n	ind:lemma	orang
00007846-n	ind:lemma	seorang
00007846-n	ind:lemma	seseorang
00007846-n	ind:lemma	sukma
00007846-n	ind:lemma	unik
00007884-r	ind:lemma	separuh
00007884-r	ind:lemma	setengah
