# Croatian Wordnet	hrv	http://www.cesar-project.net/	CC BY 3.0
00001740-a	hrv:lemma	kadar
00001740-a	hrv:lemma	sposoban
00001740-a	hrv:lemma	umješan
00001740-n	hrv:lemma	entitet
00001740-v	hrv:lemma	disati
00002098-a	hrv:lemma	nemoćan
00002098-a	hrv:lemma	nesposoban
00002137-n	hrv:lemma	apstrakcija
00002137-n	hrv:lemma	uopćenje
00002325-v	hrv:lemma	disati
00002452-n	hrv:lemma	jedinica
00002452-n	hrv:lemma	jedinka
00002452-n	hrv:lemma	stvar
00002573-v	hrv:lemma	odahnuti
00002684-n	hrv:lemma	fizički objekt
00002684-n	hrv:lemma	objekt
00002684-n	hrv:lemma	tijelo
00002724-v	hrv:lemma	grcati
00003093-r	hrv:lemma	teško
00003316-v	hrv:lemma	isisati
00003316-v	hrv:lemma	usisavati
00003431-v	hrv:lemma	podrignuti
00003553-n	hrv:lemma	cjelina
00003553-n	hrv:lemma	jedinica
00003826-v	hrv:lemma	štucati
00004032-v	hrv:lemma	uzdahnuti
00004032-v	hrv:lemma	uzdisati
00004227-v	hrv:lemma	izdahnuti
00004227-v	hrv:lemma	izdisati
00004258-n	hrv:lemma	živa stvar
00004258-n	hrv:lemma	živo biće
00004258-n	hrv:lemma	živuća stvar
00004258-n	hrv:lemma	živuće biće
00004475-n	hrv:lemma	organizam
00004475-n	hrv:lemma	živo biće
00004722-r	hrv:lemma	samo
00004819-v	hrv:lemma	kihati
00004819-v	hrv:lemma	kihnuti
00004967-r	hrv:lemma	jednostavno
00005041-v	hrv:lemma	inhalirati
00005041-v	hrv:lemma	udahnuti
00005041-v	hrv:lemma	udisati
00005055-r	hrv:lemma	jednostavno
00005205-a	hrv:lemma	apsolutan
00005526-v	hrv:lemma	dahtati
00005567-r	hrv:lemma	automatski
00005779-r	hrv:lemma	znatno
00005787-n	hrv:lemma	bentos
00005815-v	hrv:lemma	kašljati
00006032-a	hrv:lemma	relativan
00006105-r	hrv:lemma	uglavnom
00006238-v	hrv:lemma	iskašljati
00006238-v	hrv:lemma	iskašljavati
00006238-v	hrv:lemma	ispljunuti
00006238-v	hrv:lemma	ispljuvati
00006259-r	hrv:lemma	značajno
00006269-n	hrv:lemma	flora i fauna
00006269-n	hrv:lemma	život
00006484-n	hrv:lemma	stanica
00006697-v	hrv:lemma	soptati
00007015-r	hrv:lemma	oko
00007328-v	hrv:lemma	zijevati
00007328-v	hrv:lemma	zijevnuti
00007347-n	hrv:lemma	uzrok
00007347-n	hrv:lemma	uzročnik
00007488-r	hrv:lemma	apsolutno
00007549-v	hrv:lemma	šmrcati
00007703-r	hrv:lemma	djelomično
00007739-v	hrv:lemma	migati
00007739-v	hrv:lemma	trenuti
00007739-v	hrv:lemma	trepnuti
00007739-v	hrv:lemma	treptati
00007739-v	hrv:lemma	zažmiriti
00007739-v	hrv:lemma	žmirkati
00007846-n	hrv:lemma	individua
00007846-n	hrv:lemma	osoba
00007846-n	hrv:lemma	pojedinac
00007846-n	hrv:lemma	čovjek
00008007-r	hrv:lemma	potpuno
00008299-v	hrv:lemma	namigivati
00008299-v	hrv:lemma	namignuti
00008600-r	hrv:lemma	isključivo
00008602-v	hrv:lemma	škiljiti
00008799-v	hrv:lemma	škiljiti
00008997-r	hrv:lemma	apsolutno
00009147-v	hrv:lemma	linjati se
00009147-v	hrv:lemma	mitariti se
00009147-v	hrv:lemma	olinjati se
00009147-v	hrv:lemma	presvlačiti
00009147-v	hrv:lemma	presvući
00009631-v	hrv:lemma	gibati se
00009631-v	hrv:lemma	trzati se
00009631-v	hrv:lemma	trznuti se
00009650-r	hrv:lemma	savršeno
00010047-r	hrv:lemma	nesavršeno
00010054-v	hrv:lemma	nesvjesno se pomicati
00010054-v	hrv:lemma	refleksivno se micati
00010241-v	hrv:lemma	nesvjesno činiti
00010241-v	hrv:lemma	refleksivno raditi
00010435-v	hrv:lemma	ponašati se
00010435-v	hrv:lemma	ponijeti se
00010435-v	hrv:lemma	postupati
00010435-v	hrv:lemma	postupiti
00010435-v	hrv:lemma	vladati se
00010466-r	hrv:lemma	potpuno
00011093-r	hrv:lemma	dobro
00011516-r	hrv:lemma	slabo
00011757-a	hrv:lemma	apstraktan
00012267-v	hrv:lemma	steći
00012267-v	hrv:lemma	stjecati
00012267-v	hrv:lemma	učiniti
00012613-v	hrv:lemma	slediti se
00012613-v	hrv:lemma	smrznuti se
00012779-r	hrv:lemma	dobro
00012932-a	hrv:lemma	ideološki
00013160-a	hrv:lemma	konkretan
00013615-v	hrv:lemma	glumiti
00013615-v	hrv:lemma	izigravati
00013615-v	hrv:lemma	ponašati se
00013615-v	hrv:lemma	praviti se
00013615-v	hrv:lemma	pretvarati se
00013615-v	hrv:lemma	prikazivati se
00013887-a	hrv:lemma	obilan
00014034-v	hrv:lemma	drhtati
00014034-v	hrv:lemma	podrhtavati
00014034-v	hrv:lemma	tresti
00014034-v	hrv:lemma	tresti se
00014201-v	hrv:lemma	drhtati
00014201-v	hrv:lemma	drhturiti
00014201-v	hrv:lemma	naježiti se
00014201-v	hrv:lemma	uzdrhtati
00014201-v	hrv:lemma	zadrhtati
00014285-r	hrv:lemma	znatno
00014358-a	hrv:lemma	obilan
00014405-v	hrv:lemma	mirovati
00014405-v	hrv:lemma	preostati
00014549-v	hrv:lemma	biti u pokretu
00014549-v	hrv:lemma	kretati se
00014742-v	hrv:lemma	spavati
00015303-v	hrv:lemma	dremuckati
00015303-v	hrv:lemma	kunjati
00015303-v	hrv:lemma	prodrijemati
00015388-n	hrv:lemma	životinja
00015498-v	hrv:lemma	drijemati
00015498-v	hrv:lemma	odrijemati
00015498-v	hrv:lemma	prodrijemati
00015713-v	hrv:lemma	prespavati
00015946-v	hrv:lemma	hibernirati
00015946-v	hrv:lemma	prezimiti
00017031-v	hrv:lemma	hrkati
00017222-n	hrv:lemma	biljka
00017282-v	hrv:lemma	usnuti
00017282-v	hrv:lemma	zaspati
00017445-r	hrv:lemma	čak
00017639-r	hrv:lemma	još
00017782-a	hrv:lemma	prihvatljiv
00017865-v	hrv:lemma	ići na spavanje
00017865-v	hrv:lemma	ići u krevet
00018158-v	hrv:lemma	ustajati
00018158-v	hrv:lemma	ustati
00018302-r	hrv:lemma	pomalo
00018302-r	hrv:lemma	prilično
00018526-v	hrv:lemma	probuditi se
00018813-v	hrv:lemma	probuditi
00019128-n	hrv:lemma	prirodni objekt
00019131-a	hrv:lemma	dostupan
00019339-r	hrv:lemma	uvijek
00019448-v	hrv:lemma	djelovati
00019448-v	hrv:lemma	utjecati
00019613-n	hrv:lemma	građa
00019613-n	hrv:lemma	materija
00019613-n	hrv:lemma	materijal
00019613-n	hrv:lemma	supstancija
00019613-n	hrv:lemma	tvar
00019792-v	hrv:lemma	napadati
00020133-v	hrv:lemma	bdjeti
00020133-v	hrv:lemma	biti budan
00020476-r	hrv:lemma	uvijek
00020671-v	hrv:lemma	hipnotizirati
00020759-r	hrv:lemma	nikada
00020827-n	hrv:lemma	materija
00020827-n	hrv:lemma	supstancija
00020827-n	hrv:lemma	tvar
00020997-r	hrv:lemma	nikada
00021065-v	hrv:lemma	anestezirati
00021212-r	hrv:lemma	povremen
00021265-n	hrv:lemma	hrana
00021265-n	hrv:lemma	hranjiva tvar
00021265-n	hrv:lemma	nutrijent
00021766-a	hrv:lemma	točan
00021878-r	hrv:lemma	ponekada
00021939-n	hrv:lemma	artefakt
00021939-n	hrv:lemma	tvorevina
00022131-r	hrv:lemma	jednako
00022316-v	hrv:lemma	smiriti
00022316-v	hrv:lemma	umiriti
00022316-v	hrv:lemma	uspavati
00022686-v	hrv:lemma	buditi
00022686-v	hrv:lemma	potaknuti
00022686-v	hrv:lemma	poticati
00022686-v	hrv:lemma	razbuditi
00022686-v	hrv:lemma	stimulirati
00022903-n	hrv:lemma	element
00022903-n	hrv:lemma	jedinica
00022903-n	hrv:lemma	komad
00022903-n	hrv:lemma	primjerak
00022903-n	hrv:lemma	član
00022903-n	hrv:lemma	članak
00023100-n	hrv:lemma	psihološka karakteristika
00023100-n	hrv:lemma	psihološko obilježje
00023100-n	hrv:lemma	psihološko svojstvo
00023244-v	hrv:lemma	iscrpiti
00023244-v	hrv:lemma	iscrpljivati
00023244-v	hrv:lemma	iscrpsti
00023244-v	hrv:lemma	izmarati
00023244-v	hrv:lemma	izmoriti
00023244-v	hrv:lemma	umarati
00023244-v	hrv:lemma	umoriti
00023271-n	hrv:lemma	kognicija
00023271-n	hrv:lemma	noeza
00023271-n	hrv:lemma	spoznaja
00023271-n	hrv:lemma	znanje
00023383-a	hrv:lemma	netočan
00023574-r	hrv:lemma	konvencionalno
00023646-v	hrv:lemma	malaksati
00023646-v	hrv:lemma	onesvijestiti se
00023773-n	hrv:lemma	motiv
00023773-n	hrv:lemma	motivacija
00023773-n	hrv:lemma	pobuda
00024264-n	hrv:lemma	atribut
00024264-n	hrv:lemma	karakteristika
00024264-n	hrv:lemma	obilježje
00024264-n	hrv:lemma	odlika
00024264-n	hrv:lemma	svojstvo
00024264-n	hrv:lemma	značajka
00024279-v	hrv:lemma	animirati
00024279-v	hrv:lemma	oživotvoriti
00024649-v	hrv:lemma	okrepljivati
00024649-v	hrv:lemma	okrijepiti
00024649-v	hrv:lemma	osvježavati
00024649-v	hrv:lemma	osvježiti
00024720-n	hrv:lemma	stanje
00024996-a	hrv:lemma	nov
00025203-v	hrv:lemma	uzbuditi
00025203-v	hrv:lemma	uzbuđivati
00025203-v	hrv:lemma	uznemiravati
00025203-v	hrv:lemma	uznemiriti
00025238-a	hrv:lemma	kiseo
00025464-r	hrv:lemma	nigdje
00025559-r	hrv:lemma	negdje
00025654-v	hrv:lemma	opustiti
00025654-v	hrv:lemma	opuštati
00025654-v	hrv:lemma	relaksirati
00025728-r	hrv:lemma	posvuda
00025728-r	hrv:lemma	svuda
00026137-r	hrv:lemma	nekako
00026153-v	hrv:lemma	iznervirati se
00026153-v	hrv:lemma	nervirati se
00026153-v	hrv:lemma	poživčaniti
00026153-v	hrv:lemma	uzrujati se
00026153-v	hrv:lemma	uzrujavati se
00026153-v	hrv:lemma	živčaniti
00026192-n	hrv:lemma	osjećaj
00026192-n	hrv:lemma	osjećanje
00026385-v	hrv:lemma	odmarati se
00026385-v	hrv:lemma	odmoriti se
00026385-v	hrv:lemma	opustiti se
00026385-v	hrv:lemma	opuštati se
00026385-v	hrv:lemma	relaksirati se
00026416-r	hrv:lemma	nekako
00026571-r	hrv:lemma	ionako
00026571-r	hrv:lemma	svejedno
00027167-n	hrv:lemma	lokacija
00027167-n	hrv:lemma	mjesto
00027268-v	hrv:lemma	istegnuti
00027268-v	hrv:lemma	istezati
00027268-v	hrv:lemma	protegnuti
00027268-v	hrv:lemma	protezati
00027268-v	hrv:lemma	rastegnuti
00027268-v	hrv:lemma	rastezati
00027384-r	hrv:lemma	ipak
00027384-r	hrv:lemma	međutim
00027795-r	hrv:lemma	još
00027807-n	hrv:lemma	forma
00027807-n	hrv:lemma	oblik
00027918-r	hrv:lemma	još
00028270-n	hrv:lemma	vrijeme
00028362-v	hrv:lemma	krijepiti
00028565-v	hrv:lemma	nasmiješiti se
00028565-v	hrv:lemma	smiješiti se
00028651-n	hrv:lemma	prostor
00028797-r	hrv:lemma	međutim
00029025-v	hrv:lemma	ceriti se
00029025-v	hrv:lemma	naceriti se
00029367-r	hrv:lemma	štoviše
00029378-n	hrv:lemma	događaj
00029677-n	hrv:lemma	proces
00029677-n	hrv:lemma	tijek
00029677-n	hrv:lemma	tok
00030142-v	hrv:lemma	hihotati
00030358-n	hrv:lemma	ljudska aktivnost
00030358-n	hrv:lemma	ljudski čin
00030358-n	hrv:lemma	radnja
00030358-n	hrv:lemma	čin
00031068-v	hrv:lemma	zgrčiti se
00031264-n	hrv:lemma	grupa
00031264-n	hrv:lemma	skup
00031264-n	hrv:lemma	skupina
00031304-r	hrv:lemma	još
00031418-v	hrv:lemma	hihotati
00031798-r	hrv:lemma	već
00031820-v	hrv:lemma	radovati se
00031820-v	hrv:lemma	smijati se
00031820-v	hrv:lemma	veseliti se
00031899-r	hrv:lemma	vrlo
00031921-n	hrv:lemma	odnos
00031921-n	hrv:lemma	relacija
00031921-n	hrv:lemma	veza
00031974-a	hrv:lemma	aktivan
00031974-a	hrv:lemma	energičan
00031974-a	hrv:lemma	živ
00031974-a	hrv:lemma	živahan
00032613-n	hrv:lemma	imetak
00032613-n	hrv:lemma	imovina
00032613-n	hrv:lemma	imutak
00032613-n	hrv:lemma	posjed
00032613-n	hrv:lemma	vlasništvo
00032733-a	hrv:lemma	brz
00032733-a	hrv:lemma	okretan
00032733-a	hrv:lemma	spretan
00032733-a	hrv:lemma	žustar
00032823-n	hrv:lemma	društveni odnos
