# Swedish (SALDO)	swe	http://spraakbanken.gu.se/eng/resource/wordnet-saldo	CC-BY 3.0
00001740-a	swe:lemma	duktig
00001740-v	swe:lemma	andas
00002684-n	swe:lemma	sak
00003431-v	swe:lemma	rapa
00003826-v	swe:lemma	hicka
00004032-v	swe:lemma	sucka
00004819-v	swe:lemma	nysa
00005205-a	swe:lemma	absolut
00005526-v	swe:lemma	kippa
00005815-v	swe:lemma	hosta
00006032-a	swe:lemma	relativ
00006150-n	swe:lemma	förälder
00006484-n	swe:lemma	cell
00006697-v	swe:lemma	rossla
00007328-v	swe:lemma	gäspa
00007347-n	swe:lemma	anledning
00007846-n	swe:lemma	individ
00007846-n	swe:lemma	person
00009631-v	swe:lemma	rycka
00009978-a	swe:lemma	glupsk
00010435-v	swe:lemma	uppträda
00011757-a	swe:lemma	abstrakt
00013160-a	swe:lemma	konkret
00013887-a	swe:lemma	ymnig
00014201-v	swe:lemma	huttra
00014549-v	swe:lemma	röra sig
00014742-v	swe:lemma	slumra
00015388-n	swe:lemma	djur
00015498-v	swe:lemma	slumra till
00015713-v	swe:lemma	försova sig
00016756-a	swe:lemma	knapp
00017031-v	swe:lemma	snarka
00017222-n	swe:lemma	växt
00017782-a	swe:lemma	acceptabel
00017865-v	swe:lemma	dra sig tillbaka
00018158-v	swe:lemma	stiga upp
00018526-v	swe:lemma	vakna
00019131-a	swe:lemma	tillgänglig
00019874-a	swe:lemma	oåtkomlig
00020671-v	swe:lemma	hypnotisera
00020787-a	swe:lemma	tillmötesgående
00020827-n	swe:lemma	materia
00021265-n	swe:lemma	föda
00021766-a	swe:lemma	korrekt
00023271-n	swe:lemma	kunskap
00023646-v	swe:lemma	svimma
00023773-n	swe:lemma	motivation
00024834-a	swe:lemma	ovan
00024996-a	swe:lemma	ny
00025203-v	swe:lemma	spänna
00026385-v	swe:lemma	koppla av
00027167-n	swe:lemma	belägenhet
00028565-v	swe:lemma	le
00029025-v	swe:lemma	flina
00029336-v	swe:lemma	smila
00030358-n	swe:lemma	gärning
00031820-v	swe:lemma	skratta
00031974-a	swe:lemma	aktiv
00032733-a	swe:lemma	rörlig
00032981-v	swe:lemma	blänga
00033020-n	swe:lemma	kommunikation
00033203-v	swe:lemma	blänga
00033955-v	swe:lemma	rycka på axlarna
00034213-n	swe:lemma	fenomen
00034288-v	swe:lemma	grimasera
00035189-n	swe:lemma	prestation
00036362-v	swe:lemma	tvätta
00037298-v	swe:lemma	raka
00038262-n	swe:lemma	tillvägagångssätt
00039021-n	swe:lemma	interaktion
00039297-n	swe:lemma	kontakt
00039592-a	swe:lemma	passiv
00039916-n	swe:lemma	apport
00041051-a	swe:lemma	utdöd
00042541-n	swe:lemma	förlossning
00042757-n	swe:lemma	avresa
