# IceWordNet	isl	http://www.malfong.is/index.php?lang=en&pg=icewordnet	CC BY 3.0 
00001740-v	isl:lemma	anda
00001740-v	isl:lemma	draga andann
00002684-n	isl:lemma	gripur
00002684-n	isl:lemma	hlutur
00002684-n	isl:lemma	smáhlutur
00003826-v	isl:lemma	hiksta
00004032-v	isl:lemma	andvarpa
00004032-v	isl:lemma	varpa öndinni
00005205-a	isl:lemma	fullkominn
00005205-a	isl:lemma	fullkomlegur
00005526-v	isl:lemma	blása
00005526-v	isl:lemma	dæsa
00005526-v	isl:lemma	hvása
00005526-v	isl:lemma	mása
00005526-v	isl:lemma	púa
00005526-v	isl:lemma	stynja
00005815-v	isl:lemma	bofsa
00005815-v	isl:lemma	hósta
00005815-v	isl:lemma	kjölta
00005815-v	isl:lemma	kjöltra
00005815-v	isl:lemma	kræmta
00006032-a	isl:lemma	afstæður
00006032-a	isl:lemma	viðmiðaður
00006484-n	isl:lemma	fruma
00006484-n	isl:lemma	sella
00007328-v	isl:lemma	draga ýsur
00007328-v	isl:lemma	gapa
00007328-v	isl:lemma	geispa
00007328-v	isl:lemma	rífa lönguhaus
00007347-n	isl:lemma	málefni
00007347-n	isl:lemma	málstaður
00007846-n	isl:lemma	einstaklingur
00007846-n	isl:lemma	manneskja
00007846-n	isl:lemma	persóna
00009631-v	isl:lemma	fá viprur
00009631-v	isl:lemma	vipra
00010435-v	isl:lemma	haga sér
00010435-v	isl:lemma	hegða sér
00010435-v	isl:lemma	koma fram
00011757-a	isl:lemma	sérstæður
00011757-a	isl:lemma	sértekinn
00011757-a	isl:lemma	óhlutbundinn
00013160-a	isl:lemma	hlutkenndur
00013160-a	isl:lemma	áþreifanlegur
00013887-a	isl:lemma	kappnógur
00013887-a	isl:lemma	nógur
00013887-a	isl:lemma	ofnógur
00013887-a	isl:lemma	ríkmannlegur
00013887-a	isl:lemma	ríkulegur
00013887-a	isl:lemma	stórfeinginn
00013887-a	isl:lemma	yfirfljótanlegur
00013887-a	isl:lemma	yfirgnæfandi
00013887-a	isl:lemma	yfirgænfanlegur
00013887-a	isl:lemma	ótæpur
00014201-v	isl:lemma	blikra
00014201-v	isl:lemma	gnötra
00014201-v	isl:lemma	hristast
00014201-v	isl:lemma	nötra
00014201-v	isl:lemma	pipra
00014201-v	isl:lemma	riða
00014201-v	isl:lemma	skakast
00014201-v	isl:lemma	skjálfa
00014201-v	isl:lemma	titra
00014549-v	isl:lemma	hreyfa sig
00014549-v	isl:lemma	vera aktífur
00015388-n	isl:lemma	dýr
00015388-n	isl:lemma	kvikindi
00015388-n	isl:lemma	málleysingi
00015388-n	isl:lemma	skepna
00015388-n	isl:lemma	skynleysingi
00015498-v	isl:lemma	blunda
